Name,Muscle,Equipment,Rating,Type,Level,Description
Anterior Tibialis-SMR,Calves,Other,5.3,Stretching,Beginner,"1. Begin seated on the ground with your legs bent and your feet on the floor.
2. Using a Muscle Roller or a rolling pin, apply pressure to the muscles on the outside of your shins. Work from just below the knee to above the ankle, pausing at points of tension for 10-30 seconds. Repeat on the other leg."
Child's pose,Lower Back,Body Only,5.3,Stretching,Intermediate,"1. Get on your hands and knees, walk your hands in front of you.
2. Lower your buttocks down to sit on your heels. Let your arms drag along the floor as you sit back to stretch your entire spine.
3. Once you settle onto your heels, bring your hands next to your feet and relax. ""breathe"" into your back. Rest your forehead on the floor. Avoid this position if you have knee problems."
Kettlebell Dead Clean,Hamstrings,Kettlebells,5.3,Strength,Beginner,"1. Place kettlebell between your feet. To get in the starting position, push your butt back and look straight ahead.
2. Clean the kettlebell to your shoulder. Clean the kettlebell to your shoulders by extending through the legs and hips as you raise the kettlebell towards your shoulder. The wrist should rotate as you do so.
3. Lower the kettlebell, keeping the hamstrings loaded by keeping your back straight and your butt out."
Partner farmer's walk,Forearms,Dumbbell,5.3,Strength,Beginner,"1. Place two dumbbells on the floor in front of you, making sure you have enough open space to walk. If you canâ€™t reach the floor safely without rounding your back, elevate the weights off the floor. (When doing this as a competition, start side by side with your partner and make sure thereâ€™s enough room for both of you.)
2. Squat down keeping your back flatâ€”donâ€™t bend overâ€”and grasp the weights with a neutral grip. Stand back up by extending at the hips and knees; this will be your starting position.
3. Keeping the weights at your sides, walk forward as far as you can; if necessary turn around and return the other way. Try to beat your partner for both distance and time.
4. Descend into a squat to lower the weights back to the floor."
Seated Hamstring,Hamstrings,None,5.3,Stretching,Beginner,"1. In a seated position with your legs extended, have your partner stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position.
2. Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso.
3. Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds."
Bar shoulder extension stretch,Shoulders,Other,5.3,Stretching,Beginner,"1. Stand up straight with your legs together, holding a bodybar or broomstick.
2. Hold the pole behind your hips with a wider than shoulder width grip. Your palms should be down and your thumbs facing out.
3. Slowly lift your arms up behind your head. Don't force it if it gets hard to lift further."
Kneeling Forearm Stretch,Forearms,None,5.2,Stretching,Beginner,"1. Start by kneeling on a mat with your palms flat and your fingers pointing back toward your knees.
2. Slowly lean back keeping your palms flat on the floor until you feel a stretch in your wrists and forearms. Hold for 20-30 seconds."
Iron Crosses (stretch),Quadriceps,Body Only,5.2,Stretching,Intermediate,"1. Lie face down on the floor, with your arms extended out to your side, palms pressed to the floor. This will be your starting position.
2. To begin, flex one knee and bring that leg across the back of your body, attempting to touch it to the ground near the opposite hand.
3. Promptly return the leg to the starting postion, and quickly repeat with the other leg. Continue alternating for 10-20 repetitions."
Seated Floor Hamstring Stretch,Hamstrings,Mat,5.1,Stretching,Intermediate,"1. Sit on a mat with your right leg extended in front of you and your left leg bent with your foot against your right inner thigh.
2. Lean forward from your hips and reach for your ankle until you feel a stretch in your hamstring. Hold for 15 seconds, then repeat for your other side."
Arm circle,Shoulders,Body Only,5.1,Stretching,Intermediate,"1. Stand up and extend your arms straight out by the sides. The arms should be parallel to the floor and perpendicular (90-degree angle) to your torso. This will be your starting position.
2. Slowly start to make circles of about 1 foot in diameter with each outstretched arm. Breathe normally as you perform the movement.
3. Continue the circular motion of the outstretched arms for about ten seconds. Then reverse the movement, going the opposite direction.

Tip:
 Ten second movements equal one set and each circle equals one repetition.


Variations:
 As you get stronger you can use some light resistance."
Pelvic Tilt Into Bridge,Lower Back,Body Only,5.1,Stretching,Intermediate,"1. Lie down with your feet on the floor, heels directly under your knees.
2. Lift only your tailbone to the ceiling to stretch your lower back. (Don't lift the entire spine yet.) Pull in your stomach.
3. To go into a bridge, lift the entire spine except the neck."
